virus	strain	age_of_infection
B	B/SOUTHAUSTRALIA/35/2011	7
B	B/SOUTHAUSTRALIA/42/2005	7
B	B/SOUTHAUSTRALIA/46/2008	7
B	B/SOUTHAUSTRALIA/53/2005	7
B	B/SOUTHAUSTRALIA/56/2005	7
B	B/SOUTHAUSTRALIA/62/2008	7
B	B/SOUTHAUSTRALIA/7/2004	7
B	B/SOUTHAUSTRALIA/80/2008	7
B	B/SOUTHAUSTRALIA/84/2008	7
B	B/SOUTHAUSTRALIA/92/2008	7
B	B/SYDNEY/1/2010	7
B	B/SYDNEY/23/2002	7
B	B/SYDNEY/26/2008	7
B	B/SYDNEY/44/2002	7
B	B/SYDNEY/50/2002	7
B	B/SYDNEY/504/2010	7
B	B/SYDNEY/59/2008	7
B	B/TOWNSVILLE/4/2008	7
B	B/VICTORIA/112/2000	7
B	B/VICTORIA/114/2002	7
B	B/VICTORIA/161/2002	7
B	B/VICTORIA/304/2000	7
B	B/VICTORIA/307/2005	7
B	B/VICTORIA/308/2000	7
B	B/VICTORIA/311/2000	7
B	B/VICTORIA/320/2000	7
B	B/VICTORIA/321/2000	7
B	B/VICTORIA/500/2002	7
B	B/VICTORIA/504/2002	7
B	B/VICTORIA/505/2006	7
B	B/VICTORIA/506/2008	7
B	B/VICTORIA/509/2007	7
B	B/BRISBANE/102/2008	8
B	B/BRISBANE/106/2008	8
B	B/BRISBANE/11/2002	8
B	B/BRISBANE/12/2000	8
B	B/BRISBANE/14/2011	8
B	B/BRISBANE/19/2000	8
B	B/BRISBANE/20/2002	8
B	B/BRISBANE/21/2000	8
B	B/BRISBANE/21/2005	8
B	B/BRISBANE/27/2010	8
B	B/BRISBANE/29/2002	8
B	B/BRISBANE/3/2004	8
B	B/BRISBANE/32/2010	8
B	B/BRISBANE/33/2010	8
B	B/BRISBANE/44/2008	8
B	B/BRISBANE/47/2008	8
B	B/BRISBANE/50/2002	8
B	B/BRISBANE/52/2008	8
B	B/BRISBANE/56/2002	8
B	B/BRISBANE/63/2002	8
B	B/BRISBANE/69/2002	8
B	B/BRISBANE/70/2006	8
B	B/BRISBANE/80/2008	8
B	B/BRISBANE/9/2000	8
B	B/BRISBANE/9/2011	8
B	B/BRISBANE/97/2008	8
B	B/PERTH/108/2008	8
B	B/PERTH/125/2008	8
B	B/PERTH/131/2008	8
B	B/PERTH/191/2008	8
B	B/PERTH/201/2008	8
B	B/PERTH/203/2005	8
B	B/PERTH/209/2008	8
B	B/PERTH/210/2000	8
B	B/PERTH/210/2008	8
B	B/PERTH/216/2000	8
B	B/PERTH/218/2001	8
B	B/PERTH/225/2006	8
B	B/PERTH/231/2006	8
B	B/PERTH/233/2006	8
B	B/PERTH/254/2006	8
B	B/PERTH/263/2010	8
B	B/PERTH/27/2008	8
B	B/PERTH/285/2010	8
B	B/PERTH/289/2010	8
B	B/PERTH/318/2010	8
B	B/PERTH/355/2010	8
B	B/PERTH/360/2010	8
B	B/PERTH/40/2008	8
B	B/PERTH/506/2010	8
B	B/SOUTHAUSTRALIA/1/2005	8
B	B/SOUTHAUSTRALIA/165/2008	8
B	B/SOUTHAUSTRALIA/167/2008	8
B	B/SOUTHAUSTRALIA/17/2006	8
B	B/SOUTHAUSTRALIA/178/2008	8
B	B/SOUTHAUSTRALIA/195/2008	8
B	B/SOUTHAUSTRALIA/208/2008	8
B	B/SOUTHAUSTRALIA/212/2008	8
B	B/SOUTHAUSTRALIA/229/2008	8
B	B/SOUTHAUSTRALIA/23/2006	8
B	B/SOUTHAUSTRALIA/234/2008	8
B	B/SOUTHAUSTRALIA/32/2005	8
B	B/SOUTHAUSTRALIA/47/2008	8
B	B/SOUTHAUSTRALIA/8/2006	8
B	B/SOUTHAUSTRALIA/9/2005	8
B	B/SYDNEY/11/2000	8
B	B/SYDNEY/202/2010	8
B	B/SYDNEY/215/2002	8
B	B/SYDNEY/40/2002	8
B	B/SYDNEY/46/2002	8
B	B/SYDNEY/505/2010	8
B	B/SYDNEY/533/2008	8
B	B/TOWNSVILLE/10/2005	8
B	B/TOWNSVILLE/3/2006	8
B	B/VICTORIA/107/2005	8
B	B/VICTORIA/127/2002	8
B	B/VICTORIA/160/2002	8
B	B/VICTORIA/201/2007	8
B	B/VICTORIA/301/2006	8
B	B/VICTORIA/324/2006	8
B	B/VICTORIA/325/2006	8
B	B/VICTORIA/327/2000	8
B	B/VICTORIA/332/2006	8
B	B/VICTORIA/341/2002	8
B	B/VICTORIA/350/2002	8
B	B/VICTORIA/351/2002	8
B	B/VICTORIA/503/2008	8
B	B/VICTORIA/504/2000	8
B	B/VICTORIA/506/2000	8
B	B/VICTORIA/506/2007	8
B	B/VICTORIA/506/2007	8
B	B/VICTORIA/508/2005	8
B	B/VICTORIA/508/2010	8
B	B/VICTORIA/521/2005	8
B	B/VICTORIA/525/2005	8
B	B/VICTORIA/525/2008	8
B	B/VICTORIA/527/2005	8
B	B/BRISBANE/1/2006	9
B	B/BRISBANE/110/2008	9
B	B/BRISBANE/138/2008	9
B	B/BRISBANE/14/2002	9
B	B/BRISBANE/161/2008	9
B	B/BRISBANE/17/2010	9
B	B/BRISBANE/18/2007	9
B	B/BRISBANE/36/2010	9
B	B/BRISBANE/38/2002	9
B	B/BRISBANE/38/2010	9
B	B/BRISBANE/39/2006	9
B	B/BRISBANE/41/2005	9
B	B/BRISBANE/44/2006	9
B	B/BRISBANE/56/2008	9
B	B/BRISBANE/61/2008	9
B	B/BRISBANE/62/2006	9
B	B/BRISBANE/65/2006	9
B	B/BRISBANE/66/2006	9
B	B/BRISBANE/75/2006	9
B	B/BRISBANE/82/2005	9
B	B/BRISBANE/98/2008	9
B	B/DARWIN/24/2011	9
B	B/PERTH/106/2008	9
B	B/PERTH/135/2010	9
B	B/PERTH/18/2008	9
B	B/PERTH/193/2010	9
B	B/PERTH/206/2001	9
B	B/PERTH/209/2000	9
B	B/PERTH/213/2010	9
B	B/PERTH/230/2006	9
B	B/PERTH/237/2010	9
B	B/PERTH/248/2006	9
B	B/PERTH/275/2010	9
B	B/PERTH/282/2010	9
B	B/PERTH/41/2008	9
B	B/PERTH/500/2010	9
B	B/PERTH/83/2010	9
B	B/SOUTHAUSTRALIA/1/2006	9
B	B/SOUTHAUSTRALIA/15/2006	9
B	B/SOUTHAUSTRALIA/157/2008	9
B	B/SOUTHAUSTRALIA/18/2008	9
B	B/SOUTHAUSTRALIA/186/2008	9
B	B/SOUTHAUSTRALIA/19/2002	9
B	B/SOUTHAUSTRALIA/213/2008	9
B	B/SOUTHAUSTRALIA/28/2001	9
B	B/SOUTHAUSTRALIA/9/2001	9
B	B/SYDNEY/203/2002	9
B	B/SYDNEY/4/2011	9
B	B/SYDNEY/5/2011	9
B	B/SYDNEY/516/2008	9
B	B/SYDNEY/529/2008	9
B	B/SYDNEY/53/2002	9
B	B/SYDNEY/538/2008	9
B	B/SYDNEY/56/2002	9
B	B/TOWNSVILLE/5/2011	9
B	B/TRAT/338/2009	9
B	B/VICTORIA/10/2007	9
B	B/VICTORIA/119/2002	9
B	B/VICTORIA/321/2006	9
B	B/VICTORIA/500/2007	9
B	B/BRISBANE/10/2006	10
B	B/BRISBANE/134/2008	10
B	B/BRISBANE/137/2008	10
B	B/BRISBANE/15/2011	10
B	B/BRISBANE/19/2005	10
B	B/BRISBANE/20/2007	10
B	B/BRISBANE/31/2010	10
B	B/BRISBANE/4/2002	10
B	B/BRISBANE/56/2006	10
B	B/BRISBANE/65/2005	10
B	B/BRISBANE/66/2005	10
B	B/BRISBANE/74/2008	10
B	B/BRISBANE/8/2001	10
B	B/BRISBANE/80/2005	10
B	B/BRISBANE/84/2008	10
B	B/DARWIN/2/2006	10
B	B/DARWIN/2/2010	10
B	B/PERTH/140/2010	10
B	B/PERTH/146/2008	10
B	B/PERTH/150/2008	10
B	B/PERTH/155/2010	10
B	B/PERTH/166/2008	10
B	B/PERTH/186/2008	10
B	B/PERTH/202/2002	10
B	B/PERTH/202/2008	10
B	B/PERTH/202/2010	10
B	B/PERTH/205/2001	10
B	B/PERTH/208/2006	10
B	B/PERTH/226/2010	10
B	B/PERTH/236/2002	10
B	B/PERTH/239/2010	10
B	B/PERTH/240/2002	10
B	B/PERTH/37/2008	10
B	B/PERTH/501/2010	10
B	B/PERTH/513/2010	10
B	B/PERTH/80/2008	10
B	B/PERTH/91/2008	10
B	B/SOUTHAUSTRALIA/135/2008	10
B	B/SOUTHAUSTRALIA/18/2004	10
B	B/SOUTHAUSTRALIA/198/2008	10
B	B/SOUTHAUSTRALIA/199/2008	10
B	B/SOUTHAUSTRALIA/21/2011	10
B	B/SOUTHAUSTRALIA/24/2005	10
B	B/SOUTHAUSTRALIA/258/2008	10
B	B/SOUTHAUSTRALIA/31/2005	10
B	B/SOUTHAUSTRALIA/63/2005	10
B	B/SOUTHAUSTRALIA/79/2008	10
B	B/SYDNEY/14/2005	10
B	B/SYDNEY/205/2010	10
B	B/SYDNEY/52/2002	10
B	B/SYDNEY/522/2008	10
B	B/SYDNEY/524/2008	10
B	B/SYDNEY/528/2008	10
B	B/SYDNEY/70/2006	10
B	B/SYDNEY/8/2000	10
B	B/VICTORIA/113/2000	10
B	B/VICTORIA/123/2002	10
B	B/VICTORIA/123/2005	10
B	B/VICTORIA/133/2002	10
B	B/VICTORIA/205/2007	10
B	B/VICTORIA/228/2007	10
B	B/VICTORIA/304/2004	10
B	B/VICTORIA/304/2006	10
B	B/VICTORIA/329/2000	10
B	B/VICTORIA/347/2002	10
B	B/VICTORIA/352/2002	10
B	B/VICTORIA/503/2000	10
B	B/VICTORIA/506/2010	10
B	B/VICTORIA/507/2008	10
B	B/VICTORIA/528/2005	10
B	B/BRISBANE/1/2005	11
B	B/BRISBANE/10/2011	11
B	B/BRISBANE/15/2002	11
B	B/BRISBANE/15/2005	11
B	B/BRISBANE/157/2008	11
B	B/BRISBANE/26/2010	11
B	B/BRISBANE/28/2010	11
B	B/BRISBANE/3/2006	11
B	B/BRISBANE/40/2005	11
B	B/BRISBANE/50/2008	11
B	B/BRISBANE/67/2008	11
B	B/BRISBANE/8/2002	11
B	B/BRISBANE/83/2008	11
B	B/PERTH/112/2008	11
B	B/PERTH/142/2008	11
B	B/PERTH/148/2008	11
B	B/PERTH/154/2008	11
B	B/PERTH/196/2010	11
B	B/PERTH/203/2006	11
B	B/PERTH/204/2006	11
B	B/PERTH/211/2000	11
B	B/PERTH/213/2000	11
B	B/PERTH/242/2002	11
B	B/PERTH/244/2010	11
B	B/PERTH/247/2010	11
B	B/PERTH/252/2006	11
B	B/PERTH/287/2010	11
B	B/PERTH/344/2010	11
B	B/PERTH/38/2008	11
B	B/PERTH/99/2008	11
B	B/SOUTHAUSTRALIA/152/2008	11
B	B/SOUTHAUSTRALIA/166/2008	11
B	B/SOUTHAUSTRALIA/203/2008	11
B	B/SOUTHAUSTRALIA/250/2008	11
B	B/SOUTHAUSTRALIA/3/2002	11
B	B/SOUTHAUSTRALIA/61/2008	11
B	B/SOUTHAUSTRALIA/70/2008	11
B	B/SYDNEY/2/2002	11
B	B/SYDNEY/2005/2008	11
B	B/SYDNEY/205/2006	11
B	B/SYDNEY/209/2000	11
B	B/SYDNEY/211/2002	11
B	B/SYDNEY/211/2002	11
B	B/SYDNEY/67/2002	11
B	B/TOWNSVILLE/5/2010	11
B	B/UTHAITHANI/2316/2004	11
B	B/VICTORIA/101/2006	11
B	B/VICTORIA/125/2002	11
B	B/VICTORIA/503/2011	11
B	B/VICTORIA/541/2000	11
B	B/Victoria/103/2006	11.3
B	B/BRISBANE/120/2008	12
B	B/BRISBANE/165/2008	12
B	B/BRISBANE/19/2006	12
B	B/BRISBANE/19/2007	12
B	B/BRISBANE/19/2010	12
B	B/BRISBANE/20/2006	12
B	B/BRISBANE/23/2011	12
B	B/BRISBANE/29/2000	12
B	B/BRISBANE/44/2005	12
B	B/BRISBANE/64/2002	12
B	B/BRISBANE/65/2002	12
B	B/BRISBANE/69/2006	12
B	B/BRISBANE/73/2008	12
B	B/BRISBANE/75/2008	12
B	B/BRISBANE/84/2006	12
B	B/BRISBANE/9/2002	12
B	B/BRISBANE/93/2008	12
B	B/PERTH/142/2010	12
B	B/PERTH/200/2010	12
B	B/PERTH/201/2003	12
B	B/PERTH/208/2008	12
B	B/PERTH/210/2008	12
B	B/PERTH/215/2008	12
B	B/PERTH/239/2006	12
B	B/PERTH/241/2006	12
B	B/PERTH/365/2010	12
B	B/PERTH/67/2008	12
B	B/PERTH/90/2008	12
B	B/SOUTHAUSTRALIA/121/2008	12
B	B/SOUTHAUSTRALIA/138/2008	12
B	B/SOUTHAUSTRALIA/210/2007	12
B	B/SOUTHAUSTRALIA/220/2008	12
B	B/SOUTHAUSTRALIA/232/2008	12
B	B/SOUTHAUSTRALIA/40/2011	12
B	B/SOUTHAUSTRALIA/52/2008	12
B	B/SOUTHAUSTRALIA/59/2008	12
B	B/SOUTHAUSTRALIA/64/2005	12
B	B/SOUTHAUSTRALIA/65/2008	12
B	B/SOUTHAUSTRALIA/8/2005	12
B	B/SOUTHAUSTRALIA/96/2008	12
B	B/SYDNEY/10/2000	12
B	B/SYDNEY/207/2006	12
B	B/SYDNEY/210/2002	12
B	B/SYDNEY/210/2002	12
B	B/SYDNEY/30/2002	12
B	B/SYDNEY/31/2002	12
B	B/SYDNEY/34/2002	12
B	B/SYDNEY/545/2008	12
B	B/SYDNEY/59/2002	12
B	B/SYDNEY/6/2000	12
B	B/SYDNEY/62/2002	12
B	B/SYDNEY/7/2006	12
B	B/SYDNEY/71/2006	12
B	B/SYDNEY/9/2002	12
B	B/TOWNSVILLE/6/2005	12
B	B/VICTORIA/308/2006	12
B	B/VICTORIA/311/2006	12
B	B/VICTORIA/314/2000	12
B	B/VICTORIA/503/2002	12
B	B/VICTORIA/504/2011	12
B	B/VICTORIA/506/2005	12
B	B/VICTORIA/510/2005	12
B	B/VICTORIA/518/2005	12
B	B/VICTORIA/526/2008	12
B	B/VICTORIA/802/2007	12
B	B/BRISBANE/124/2008	13
B	B/BRISBANE/148/2008	13
B	B/BRISBANE/160/2008	13
B	B/BRISBANE/18/2000	13
B	B/BRISBANE/21/2006	13
B	B/BRISBANE/22/2000	13
B	B/BRISBANE/30/2000	13
B	B/BRISBANE/33/2006	13
B	B/BRISBANE/45/2006	13
B	B/BRISBANE/46/2006	13
B	B/BRISBANE/47/2006	13
B	B/BRISBANE/51/2006	13
B	B/BRISBANE/55/2005	13
B	B/DARWIN/3/2011	13
B	B/DARWIN/3/2011	13
B	B/PERTH/109/2010	13
B	B/PERTH/136/2008	13
B	B/PERTH/201/2002	13
B	B/PERTH/202/2001	13
B	B/PERTH/212/2006	13
B	B/PERTH/305/2010	13
B	B/PERTH/505/2010	13
B	B/PERTH/97/2008	13
B	B/SOUTHAUSTRALIA/12/2006	13
B	B/SOUTHAUSTRALIA/129/2008	13
B	B/SOUTHAUSTRALIA/14/2011	13
B	B/SOUTHAUSTRALIA/160/2008	13
B	B/SOUTHAUSTRALIA/17/2011	13
B	B/SOUTHAUSTRALIA/268/2008	13
B	B/SOUTHAUSTRALIA/34/2008	13
B	B/SOUTHAUSTRALIA/39/2008	13
B	B/SOUTHAUSTRALIA/43/2005	13
B	B/SOUTHAUSTRALIA/55/2000	13
B	B/SOUTHAUSTRALIA/67/2008	13
B	B/SOUTHAUSTRALIA/72/2008	13
B	B/SOUTHAUSTRALIA/73/2008	13
B	B/SYDNEY/11/2002	13
B	B/SYDNEY/14/2002	13
B	B/SYDNEY/209/2002	13
B	B/SYDNEY/33/2002	13
B	B/SYDNEY/500/2010	13
B	B/SYDNEY/544/2008	13
B	B/SYDNEY/6/2011	13
B	B/SYDNEY/74/2006	13
B	B/TOWNSVILLE/4/2010	13
B	B/VICTORIA/120/2005	13
B	B/VICTORIA/121/2002	13
B	B/VICTORIA/210/2008	13
B	B/VICTORIA/505/2011	13
B	B/VICTORIA/513/2008	13
B	B/BRISBANE/107/2008	14
B	B/BRISBANE/14/2000	14
B	B/BRISBANE/33/2008	14
B	B/BRISBANE/37/2006	14
B	B/BRISBANE/38/2008	14
B	B/BRISBANE/45/2005	14
B	B/PERTH/123/2010	14
B	B/PERTH/207/2000	14
B	B/PERTH/217/2000	14
B	B/PERTH/227/2006	14
B	B/PERTH/240/2010	14
B	B/PERTH/362/2010	14
B	B/SOUTHAUSTRALIA/10/2006	14
B	B/SOUTHAUSTRALIA/11/2004	14
B	B/SOUTHAUSTRALIA/171/2008	14
B	B/SOUTHAUSTRALIA/22/2011	14
B	B/SOUTHAUSTRALIA/35/2008	14
B	B/SOUTHAUSTRALIA/36/2011	14
B	B/SOUTHAUSTRALIA/99/2008	14
B	B/SYDNEY/2002/2008	14
B	B/SYDNEY/204/2002	14
B	B/SYDNEY/28/2002	14
B	B/SYDNEY/48/2002	14
B	B/SYDNEY/49/2002	14
B	B/SYDNEY/58/2002	14
B	B/TOWNSVILLE/8/2005	14
B	B/VICTORIA/224/2007	14
B	B/VICTORIA/323/2006	14
B	B/VICTORIA/356/2002	14
B	B/VICTORIA/501/2002	14
B	B/VICTORIA/502/2002	14
B	B/VICTORIA/509/2006	14
B	B/VICTORIA/514/2004	14
B	B/BRISBANE/118/2008	15
B	B/BRISBANE/12/2002	15
B	B/BRISBANE/133/2008	15
B	B/BRISBANE/154/2008	15
B	B/BRISBANE/20/2010	15
B	B/BRISBANE/3/2010	15
B	B/BRISBANE/30/2010	15
B	B/BRISBANE/34/2006	15
B	B/BRISBANE/35/2006	15
B	B/BRISBANE/39/2005	15
B	B/BRISBANE/4/2010	15
B	B/BRISBANE/5/2002	15
B	B/BRISBANE/5/2007	15
B	B/BRISBANE/58/2008	15
B	B/BRISBANE/60/2008	15
B	B/BRISBANE/70/2008	15
B	B/BRISBANE/73/2002	15
B	B/BRISBANE/8/2010	15
B	B/BRISBANE/80/2006	15
B	B/PERTH/139/2010	15
B	B/PERTH/208/2008	15
B	B/PERTH/223/2008	15
B	B/PERTH/226/2008	15
B	B/PERTH/227/2008	15
B	B/PERTH/246/2010	15
B	B/PERTH/323/2010	15
B	B/PERTH/75/2008	15
B	B/PERTH/92/2010	15
B	B/PERTH/93/2008	15
B	B/SOUTHAUSTRALIA/173/2008	15
B	B/SOUTHAUSTRALIA/28/2011	15
B	B/SOUTHAUSTRALIA/5/2006	15
B	B/SOUTHAUSTRALIA/56/2000	15
B	B/SOUTHAUSTRALIA/6/2006	15
B	B/SOUTHAUSTRALIA/64/2008	15
B	B/SOUTHAUSTRALIA/7/2011	15
B	B/SYDNEY/11/2008	15
B	B/SYDNEY/14/2008	15
B	B/SYDNEY/19/2008	15
B	B/SYDNEY/210/2000	15
B	B/SYDNEY/217/2002	15
B	B/SYDNEY/220/2002	15
B	B/SYDNEY/29/2002	15
B	B/SYDNEY/37/2002	15
B	B/SYDNEY/93/2008	15
B	B/TOWNSVILLE/1/2011	15
B	B/VICTORIA/113/2002	15
B	B/VICTORIA/128/2002	15
B	B/VICTORIA/142/2002	15
B	B/VICTORIA/156/2002	15
B	B/VICTORIA/509/2005	15
B	B/VICTORIA/514/2008	15
B	B/VICTORIA/518/2000	15
B	B/BRISBANE/1/2010	16
B	B/BRISBANE/122/2008	16
B	B/BRISBANE/127/2008	16
B	B/BRISBANE/151/2008	16
B	B/BRISBANE/171/2008	16
B	B/BRISBANE/79/2005	16
B	B/BRISBANE/89/2006	16
B	B/DARWIN/1/2006	16
B	B/DARWIN/8/2011	16
B	B/PERTH/212/2008	16
B	B/PERTH/221/2001	16
B	B/PERTH/224/2008	16
B	B/PERTH/243/2008	16
B	B/PERTH/28/2008	16
B	B/PERTH/298/2010	16
B	B/SOUTHAUSTRALIA/110/2008	16
B	B/SOUTHAUSTRALIA/140/2008	16
B	B/SOUTHAUSTRALIA/141/2008	16
B	B/SOUTHAUSTRALIA/205/2008	16
B	B/SOUTHAUSTRALIA/209/2008	16
B	B/SOUTHAUSTRALIA/86/2008	16
B	B/SYDNEY/21/2008	16
B	B/SYDNEY/49/2008	16
B	B/TOWNSVILLE/1/2008	16
B	B/TOWNSVILLE/1/2010	16
B	B/TOWNSVILLE/2/2008	16
B	B/TOWNSVILLE/9/2002	16
B	B/TRAT/257/2009	16
B	B/VICTORIA/149/2002	16
B	B/VICTORIA/303/2005	16
B	B/VICTORIA/303/2006	16
B	B/VICTORIA/306/2000	16
B	B/VICTORIA/515/2004	16
B	B/VICTORIA/515/2005	16
B	B/VICTORIA/517/2005	16
B	B/VICTORIA/533/2000	16
B	B/BRISBANE/119/2008	17
B	B/BRISBANE/156/2008	17
B	B/BRISBANE/40/2006	17
B	B/BRISBANE/90/2008	17
B	B/PERTH/110/2008	17
B	B/PERTH/121/2010	17
B	B/PERTH/139/2008	17
B	B/PERTH/152/2008	17
B	B/PERTH/163/2008	17
B	B/PERTH/183/2008	17
B	B/PERTH/199/2008	17
B	B/PERTH/206/2008	17
B	B/PERTH/216/2008	17
B	B/PERTH/31/2008	17
B	B/PERTH/353/2010	17
B	B/PERTH/57/2008	17
B	B/SOUTHAUSTRALIA/10/2000	17
B	B/SOUTHAUSTRALIA/150/2008	17
B	B/SOUTHAUSTRALIA/197/2008	17
B	B/SOUTHAUSTRALIA/28/2005	17
B	B/SOUTHAUSTRALIA/31/2008	17
B	B/SOUTHAUSTRALIA/33/2005	17
B	B/SOUTHAUSTRALIA/34/2011	17
B	B/SOUTHAUSTRALIA/36/2005	17
B	B/SOUTHAUSTRALIA/38/2005	17
B	B/SOUTHAUSTRALIA/5/2002	17
B	B/SYDNEY/1/2009	17
B	B/SYDNEY/15/2008	17
B	B/SYDNEY/17/2008	17
B	B/SYDNEY/20/2008	17
B	B/SYDNEY/205/2002	17
B	B/SYDNEY/22/2008	17
B	B/VICTORIA/108/2000	17
B	B/VICTORIA/122/2005	17
B	B/VICTORIA/503/2010	17
B	B/BRISBANE/103/2008	18
B	B/BRISBANE/121/2008	18
B	B/BRISBANE/13/2010	18
B	B/BRISBANE/17/2004	18
B	B/BRISBANE/50/2006	18
B	B/DARWIN/16/2011	18
B	B/PERTH/101/2008	18
B	B/PERTH/204/2010	18
B	B/PERTH/221/2008	18
B	B/PERTH/62/2008	18
B	B/SOUTHAUSTRALIA/111/2008	18
B	B/SOUTHAUSTRALIA/112/2008	18
B	B/SOUTHAUSTRALIA/117/2008	18
B	B/SOUTHAUSTRALIA/158/2008	18
B	B/SOUTHAUSTRALIA/179/2008	18
B	B/SOUTHAUSTRALIA/37/2008	18
B	B/SOUTHAUSTRALIA/52/2000	18
B	B/SOUTHAUSTRALIA/52/2000	18
B	B/SOUTHAUSTRALIA/63/2008	18
B	B/SYDNEY/203/2010	18
B	B/SYDNEY/206/2006	18
B	B/SYDNEY/24/2008	18
B	B/SYDNEY/520/2008	18
B	B/SYDNEY/53/2008	18
B	B/SYDNEY/54/2008	18
B	B/SYDNEY/57/2002	18
B	B/TOWNSVILLE/5/2005	18
B	B/VICTORIA/1/2000	18
B	B/VICTORIA/101/2000	18
B	B/VICTORIA/126/2005	18
B	B/VICTORIA/315/2006	18
B	B/VICTORIA/316/2000	18
B	B/VICTORIA/317/2006	18
B	B/VICTORIA/501/2006	18
B	B/VICTORIA/511/2008	18
B	B/BRISBANE/2/2007	19
B	B/BRISBANE/25/2008	19
B	B/BRISBANE/4/2011	19
B	B/BRISBANE/71/2006	19
B	B/PERTH/194/2008	19
B	B/PERTH/197/2008	19
B	B/PERTH/255/2006	19
B	B/PERTH/261/2010	19
B	B/PERTH/300/2010	19
B	B/PERTH/374/2010	19
B	B/SOUTHAUSTRALIA/168/2008	19
B	B/SOUTHAUSTRALIA/254/2008	19
B	B/SOUTHAUSTRALIA/255/2008	19
B	B/SOUTHAUSTRALIA/57/2000	19
B	B/SYDNEY/13/2008	19
B	B/SYDNEY/91/2008	19
B	B/TOWNSVILLE/2/2008	19
B	B/TOWNSVILLE/3/2005	19
B	B/TOWNSVILLE/9/2005	19
B	B/VICTORIA/114/2005	19
B	B/VICTORIA/141/2002	19
B	B/VICTORIA/801/2007	19
B	B/BRISBANE/10/2008	20
B	B/BRISBANE/13/2011	20
B	B/BRISBANE/139/2008	20
B	B/BRISBANE/23/2008	20
B	B/BRISBANE/23/2010	20
B	B/BRISBANE/24/2008	20
B	B/BRISBANE/85/2005	20
B	B/DARWIN/10/2000	20
B	B/PERTH/157/2008	20
B	B/PERTH/212/2008	20
B	B/PERTH/222/2008	20
B	B/PERTH/227/2010	20
B	B/PERTH/352/2010	20
B	B/PERTH/371/2010	20
B	B/PERTH/507/2010	20
B	B/SOUTHAUSTRALIA/103/2008	20
B	B/SOUTHAUSTRALIA/113/2008	20
B	B/SOUTHAUSTRALIA/196/2008	20
B	B/SOUTHAUSTRALIA/22/2000	20
B	B/SOUTHAUSTRALIA/24/2000	20
B	B/SOUTHAUSTRALIA/24/2000	20
B	B/SOUTHAUSTRALIA/45/2008	20
B	B/SYDNEY/204/2008	20
B	B/SYDNEY/23/2008	20
B	B/SYDNEY/37/2008	20
B	B/SYDNEY/9/2008	20
B	B/TOWNSVILLE/1/2001	20
B	B/VICTORIA/207/2007	20
B	B/VICTORIA/502/2011	20
B	B/BRISBANE/1/2009	21
B	B/BRISBANE/2/2005	21
B	B/BRISBANE/27/2007	21
B	B/BRISBANE/32/2000	21
B	B/BRISBANE/49/2006	21
B	B/BRISBANE/54/2002	21
B	B/BRISBANE/54/2008	21
B	B/BRISBANE/72/2006	21
B	B/BRISBANE/77/2008	21
B	B/PERTH/241/2010	21
B	B/PERTH/271/2010	21
B	B/PERTH/5/2011	21
B	B/PERTH/92/2008	21
B	B/VICTORIA/104/2005	21
B	B/VICTORIA/225/2008	21
B	B/VICTORIA/514/2000	21
B	B/BRISBANE/155/2008	22
B	B/BRISBANE/40/2008	22
B	B/BRISBANE/87/2006	22
B	B/BRISBANE/9/2004	22
B	B/PERTH/117/2008	22
B	B/PERTH/229/2010	22
B	B/PERTH/248/2008	22
B	B/PERTH/262/2010	22
B	B/PERTH/265/2010	22
B	B/PERTH/357/2010	22
B	B/PERTH/370/2010	22
B	B/PERTH/65/2008	22
B	B/SOUTHAUSTRALIA/20/2006	22
B	B/TOWNSVILLE/2/2002	22
B	B/VICTORIA/206/2007	22
B	B/VICTORIA/505/2001	22
B	B/BRISBANE/100/2008	23
B	B/BRISBANE/147/2008	23
B	B/BRISBANE/25/2006	23
B	B/BRISBANE/48/2002	23
B	B/BRISBANE/5/2000	23
B	B/PERTH/168/2010	23
B	B/PERTH/44/2008	23
B	B/PERTH/69/2008	23
B	B/TOWNSVILLE/03/2005	23
B	B/TOWNSVILLE/1/2008	23
B	B/TOWNSVILLE/4/2006	23
B	B/VICTORIA/124/2005	23
B	B/BRISBANE/11/2004	24
B	B/BRISBANE/125/2008	24
B	B/BRISBANE/163/2008	24
B	B/BRISBANE/34/2005	24
B	B/BRISBANE/6/2004	24
B	B/BRISBANE/89/2008	24
B	B/BRISBANE/92/2006	24
B	B/PERTH/1/2001	24
B	B/PERTH/210/2010	24
B	B/PERTH/210/2010	24
B	B/PERTH/61/2008	24
B	B/PERTH/73/2010	24
B	B/SYDNEY/18/2008	24
B	B/VICTORIA/121/2005	24
B	B/VICTORIA/210/2007	24
B	B/VICTORIA/501/2001	24
B	B/BRISBANE/11/2011	25
B	B/BRISBANE/12/2010	25
B	B/BRISBANE/19/2004	25
B	B/BRISBANE/24/2007	25
B	B/BRISBANE/43/2008	25
B	B/PERTH/375/2010	25
B	B/PERTH/70/2008	25
B	B/SOUTHAUSTRALIA/239/2008	25
B	B/SOUTHAUSTRALIA/38/2011	25
B	B/SYDNEY/1/2007	25
B	B/BRISBANE/29/2007	26
B	B/BRISBANE/3/2011	26
B	B/BRISBANE/31/2006	26
B	B/BRISBANE/37/2008	26
